id,u_r_code,ur_binary,avg_has_zero,avg_has_one,avg_has_two,avg_has_3more
20131,R,1,3646.1972789115646259,1048.9977324263038549,991.2834467120181406,2104.5215419501133787
20133,R,1,3286.4489795918367347,950.7301587301587302,926.6757369614512472,2204.1451247165532880
20135,R,1,914.0952380952380952,954.7210884353741497,316.4716553287981859,582.7120181405895692
20137,R,1,1188.7709750566893424,621.7959183673469388,333.2698412698412698,528.1632653061224490
20139,R,1,5586.9659863945578231,1716.4807256235827664,1478.7165532879818594,4593.8367346938775510
20141,R,1,1019.1360544217687075,1184.1269841269841270,477.5238095238095238,758.2131519274376417
20143,R,1,2156.9569160997732426,1223.2335600907029478,712.8707482993197279,1618.9387755102040816
20145,R,1,931.1655328798185941,477.9092970521541950,289.3832199546485261,415.5419501133786848
20147,R,1,1206.9455782312925170,745.6689342403628118,380.0725623582766440,582.3129251700680272
20149,R,1,4672.8526077097505669,4753.8140589569160998,2122.6439909297052154,3834.6893424036281179
20151,R,1,1305.9229024943310658,694.5850340136054422,419.7006802721088435,605.7913832199546485
20153,R,1,1335.0907029478458050,211.7369614512471655,344.0997732426303855,620.0725623582766440
20155,R,1,7642.9387755102040816,3661.0975056689342404,2440.4897959183673469,6743.4739229024943311
20157,R,1,1897.9229024943310658,704.3809523809523810,451.2290249433106576,1482.4671201814058957
20159,R,1,2156.5034013605442177,1522.9569160997732426,862.2902494331065760,1564.2494331065759637
20161,R,1,4990.9455782312925170,3580.1678004535147392,1939.8730158730158730,3282.0136054421768707
20163,R,1,1531.1723356009070295,1474.1224489795918367,645.7142857142857143,1175.9909297052154195
20165,R,1,960.4331065759637188,949.5192743764172336,353.0975056689342404,683.9501133786848073
20167,R,1,1072.7823129251700680,820.8616780045351474,372.4172335600907029,582.9387755102040816
20169,R,1,3654.7029478458049887,1077.3968253968253968,924.5170068027210884,2495.3832199546485261
20171,R,1,680.3174603174603175,179.8820861678004535,195.4920634920634921,328.3083900226757370
20173,R,1,14377.956916099773,7741.0476190476190476,5882.5351473922902494,15677.460317460317
20175,R,1,1436.6621315192743764,177.4829931972789116,431.5056689342403628,512.3492063492063492
20177,R,1,10110.478458049887,4772.3174603174603175,3496.5941043083900227,9903.6099773242630385
20179,R,1,899.2607709750566893,662.1451247165532880,315.1065759637188209,643.4875283446712018
20181,R,1,740.6621315192743764,184.0000000000000000,231.6371882086167800,327.7006802721088435
20183,R,1,1166.8390022675736961,1081.0884353741496599,440.7074829931972789,855.3650793650793651
20185,R,1,1237.5600907029478458,1249.2970521541950113,567.3968253968253968,991.7460317460317460
20187,R,1,834.2698412698412698,391.4739229024943311,206.2585034013605442,536.9977324263038549
20189,R,1,959.4308390022675737,316.4444444444444444,252.9342403628117914,484.1904761904761905
20191,R,1,5762.5736961451247166,2615.7278911564625850,1925.5691609977324263,4027.1292517006802721
20193,R,1,1083.4444444444444444,514.4852607709750567,377.5238095238095238,559.5464852607709751
20195,R,1,790.4172335600907029,971.5736961451247166,400.0634920634920635,595.9455782312925170
20197,R,1,2336.9478458049886621,1530.4126984126984127,944.1088435374149660,2094.5306122448979592
20199,R,1,698.0680272108843537,271.4195011337868481,229.9863945578231293,336.5260770975056689
20201,R,1,2453.9115646258503401,1112.6439909297052154,725.2607709750566893,1135.1836734693877551
20203,R,1,846.4625850340136054,357.4421768707482993,256.0544217687074830,614.0408163265306122
20205,R,1,3089.1587301587301587,569.5056689342403628,966.5124716553287982,1553.8231292517006803
20207,R,1,1389.9931972789115646,374.6031746031746032,366.5668934240362812,883.8367346938775510
20209,R,1,2258.0158730158730159,2300.1768707482993197,1873.6870748299319728,4189.1201814058956916
20001,U,1,1496.7641723356009070,1107.8639455782312925,629.9546485260770975,1688.4172335600907029
20003,U,1,1127.7097505668934240,422.4217687074829932,289.6689342403628118,1064.1995464852607710
20005,U,1,3699.1451247165532880,1483.1564625850340136,1114.9387755102040816,3961.7596371882086168
20009,U,1,5907.9863945578231293,4627.3922902494331066,2297.9410430839002268,4612.6802721088435374
20011,U,1,2361.8027210884353741,1417.1156462585034014,659.4240362811791383,2846.6575963718820862
20013,U,1,1085.6462585034013605,415.7414965986394558,202.2902494331065760,1118.3219954648526077
20015,U,1,11256.780045351474,8292.1179138321995465,4058.7619047619047619,15400.340136054422
20021,U,1,2779.7845804988662132,2448.7074829931972789,1295.3650793650793651,3305.1428571428571429
20027,U,1,845.6575963718820862,1344.3945578231292517,692.4625850340136054,1150.4852607709750567
20029,U,1,1742.4603174603174603,842.1451247165532880,609.4195011337868481,1308.9750566893424036
20031,U,1,623.1768707482993197,563.2426303854875283,265.3378684807256236,911.2426303854875283
20035,U,1,7223.0181405895691610,5266.0317460317460317,2953.4875283446712018,7872.4625850340136054
20037,U,1,4363.6077097505668934,7530.4671201814058957,4636.2902494331065760,8494.6349206349206349
20041,U,1,2600.9795918367346939,1311.4104308390022676,804.3265306122448980,1413.2834467120181406
20043,U,1,841.2471655328798186,349.6462585034013605,182.8117913832199546,742.2947845804988662
20045,U,1,31394.877551020408,17856.979591836735,13652.598639455782,42124.544217687075
20051,U,1,4450.5238095238095238,6978.1950113378684807,3604.1632653061224490,5844.1179138321995465
20053,U,1,513.1836734693877551,702.9614512471655329,659.6689342403628118,670.1859410430839002
20055,U,1,9714.3446712018140590,6041.2789115646258503,2697.3469387755102041,10341.029478458050
20057,U,1,8550.2947845804988662,5769.3424036281179138,2465.1201814058956916,8885.2426303854875283
20059,U,1,4552.5011337868480726,1684.7528344671201814,994.6893424036281179,4561.0566893424036281
20061,U,1,9494.3741496598639456,6192.6757369614512472,3635.2970521541950113,7360.6530612244897959
20067,U,1,1994.4512471655328798,1496.3990929705215420,708.0453514739229025,1378.1043083900226757
20073,U,1,675.5804988662131519,531.4285714285714286,286.5124716553287982,613.4784580498866213
20079,U,1,6838.4875283446712018,4986.8843537414965986,2192.5895691609977324,9127.0385487528344671
20085,U,1,1367.4058956916099773,661.5782312925170068,402.4489795918367347,694.5668934240362812
20087,U,1,78.2131519274376417,42.8299319727891156,33.3424036281179138,73.6145124716553288
20091,U,1,98168.900226757370,119433.795918367347,117348.235827664399,242088.068027210884
20095,U,1,793.9841269841269841,531.1020408163265306,200.0272108843537415,937.8866213151927438
20099,U,1,2846.1836734693877551,2123.8276643990929705,1124.2902494331065760,2668.6984126984126984
20103,U,1,15681.528344671202,12208.217687074830,7284.8208616780045351,21379.433106575964
20111,U,1,3593.8072562358276644,6180.4671201814058957,4089.1292517006802721,10099.596371882086
20113,U,1,3895.1632653061224490,3771.6598639455782313,1961.2063492063492063,5694.9705215419501134
20115,U,1,723.3673469387755102,479.4013605442176871,243.5011337868480726,794.7301587301587302
20117,U,1,1097.5623582766439909,462.7210884353741497,357.5782312925170068,759.1383219954648526
20121,U,1,5632.3492063492063492,2702.1541950113378685,1568.6167800453514739,6330.8798185941043084
20123,U,1,1279.4875283446712018,671.8140589569160998,394.5714285714285714,714.1269841269841270
20125,U,1,5642.3129251700680272,3857.2244897959183673,1928.1451247165532880,5824.3174603174603175
20131,U,1,944.4943310657596372,305.2244897959183673,181.5011337868480726,898.7800453514739229
20133,U,1,1357.5941043083900227,2510.5079365079365079,1633.5555555555555556,3059.3424036281179138
20137,U,1,701.8321995464852608,885.0430839002267574,350.6394557823129252,718.4852607709750567
20139,U,1,682.4807256235827664,515.1927437641723356,239.8820861678004535,956.4444444444444444
20145,U,1,1272.8117913832199546,1058.3174603174603175,673.3015873015873016,1247.5691609977324263
20147,U,1,561.5192743764172336,698.8117913832199546,187.4467120181405896,818.2222222222222222
20149,U,1,2892.9478458049886621,3000.4353741496598639,1051.7823129251700680,2388.8344671201814059
20151,U,1,2253.9433106575963719,1527.3832199546485261,798.0770975056689342,1521.5963718820861678
20155,U,1,13154.922902494331,8900.3945578231292517,4529.5600907029478458,14720.122448979592
20159,U,1,821.5736961451247166,874.6439909297052154,544.9297052154195011,1014.8526077097505669
20161,U,1,18582.079365079365,14806.403628117914,10257.827664399093,15762.689342403628
20167,U,1,881.8299319727891156,1375.3469387755102041,660.8707482993197279,1036.9523809523809524
20169,U,1,14747.868480725624,10972.181405895692,5488.6848072562358277,14565.265306122449
20171,U,1,1081.3424036281179138,751.5782312925170068,349.5283446712018141,1223.5510204081632653
20173,U,1,108244.451247165533,108297.575963718821,69035.226757369615,190624.746031746032
20175,U,1,7999.9229024943310658,3171.2380952380952381,2521.6643990929705215,4787.1746031746031746
20177,U,1,38965.061224489796,32431.106575963719,18566.485260770975,57753.346938775510
20181,U,1,1388.4739229024943311,394.4308390022675737,828.8072562358276644,1681.2879818594104308
20189,U,1,1173.5306122448979592,803.7551020408163265,428.5714285714285714,969.1428571428571429
20191,U,1,3992.6870748299319728,843.1383219954648526,1148.8798185941043084,2262.2947845804988662
20193,U,1,1665.3492063492063492,1119.6916099773242630,639.7460317460317460,1742.2131519274376417
20205,U,1,721.1043083900226757,523.5283446712018141,297.0702947845804989,641.2970521541950113
20209,U,1,24201.283446712018,42183.451247165533,30090.272108843537,58168.993197278912
